Product Name,Colors,Pic Urls,Care Instructions
Slim-fit roll-neck sweater with mixed knits,"Grey , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50437863_034_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Regular-fit sweater in a cotton-kapok blend,"Red , Dark Blue , Grey , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50434305_621_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Garment-washed hooded sweater in virgin wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50438155_404_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Relaxed-fit sweater with landscape jacquard pattern,Black,"https://images.hugoboss.com/is/image/boss/hbeu50438318_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Knitted sweater with crew neckline,"White , Dark Blue , Grey","https://images.hugoboss.com/is/image/boss/hbeu50434315_102_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Long-sleeved T-shirt in cotton with reversed-logo print,"Black , White","https://images.hugoboss.com/is/image/boss/hbeu50435526_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Long-sleeved T-shirt in cotton with reversed-logo print,"White , Black","https://images.hugoboss.com/is/image/boss/hbeu50435526_100_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Relaxed-fit cardigan with rubberised buttons,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50438138_404_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit knitted sweater with V neckline,"Dark Blue , Light Green , Grey","https://images.hugoboss.com/is/image/boss/hbeu50447049_404_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-neck knitted sweater with colour-block detailing,"Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50433937_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-neck sweater with contrast details and placement structure,"Light Blue , Light Grey","https://images.hugoboss.com/is/image/boss/hbeu50433938_487_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Regular-fit knitted sweater with V neckline,"Light Green , Dark Blue , Grey","https://images.hugoboss.com/is/image/boss/hbeu50447049_346_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit knitted sweater with V neckline,"Grey , Dark Blue , Light Green","https://images.hugoboss.com/is/image/boss/hbeu50447049_034_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Long-sleeved cotton T-shirt with rubberised shoulder logo,"Dark Blue , Dark Blue , Light Grey , Black , Black , Black","https://images.hugoboss.com/is/image/boss/hbeu50399925_403_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Zip-through cardigan with rear logo,Black,"https://images.hugoboss.com/is/image/boss/hbeu50433945_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Virgin-wool sweater with embroidered houndstooth,Green,"https://images.hugoboss.com/is/image/boss/hbeu50443972_342_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Knitted jacket in ribbed cotton and virgin wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50435593_410_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Extra-slim-fit sweater in cotton and virgin wool,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50435603_410_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit sweater with zipped chest pocket and logo,Black,"https://images.hugoboss.com/is/image/boss/hbeu50435583_001_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Hybrid zip-through cardigan with padded front panel,"Light Green , Black","https://images.hugoboss.com/is/image/boss/hbeu50435287_342_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit rollneck sweater in Italian cashmere,Black,"https://images.hugoboss.com/is/image/boss/hbeu50438722_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
V-neck long-sleeved sweater in virgin wool,Red,"https://images.hugoboss.com/is/image/boss/hbeu50449615_620_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Long-sleeved sweater in cashmere with V neckline,Light Purple,"https://images.hugoboss.com/is/image/boss/hbeu50449698_532_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Hybrid zip-through cardigan with padded front panel,"Black , Light Green","https://images.hugoboss.com/is/image/boss/hbeu50435287_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Virgin-wool sweater with chunky rib structure,"Green , Light Green","https://images.hugoboss.com/is/image/boss/hbeu50435295_323_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Long-sleeved rollneck sweater with ribbed structure,Light Purple,"https://images.hugoboss.com/is/image/boss/hbeu50449632_532_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
V-neck sweater in an S.Café and wool blend,"Blue , Brown","https://images.hugoboss.com/is/image/boss/hbeu50440408_493_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Rollneck sweater in a structured wool blend,"Green , Dark Blue , Beige , White","https://images.hugoboss.com/is/image/boss/hbeu50435307_323_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck sweater in an S.Café and wool blend,"Dark Orange , Light Blue , Light Beige , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50433935_802_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Rollneck sweater in a structured wool blend,"Dark Blue , Green , Beige , White","https://images.hugoboss.com/is/image/boss/hbeu50435307_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck sweater in an S.Café and wool blend,"Dark Grey , Dark Orange , Light Blue , Light Beige","https://images.hugoboss.com/is/image/boss/hbeu50433935_010_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Crew-neck sweater in an S.Café and wool blend,"Light Beige , Dark Orange , Light Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50433935_292_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Rollneck sweater in a structured wool blend,"Beige , Dark Blue , Green , White","https://images.hugoboss.com/is/image/boss/hbeu50435307_262_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
V-neck sweater in an S.Café and wool blend,"Brown , Blue","https://images.hugoboss.com/is/image/boss/hbeu50440408_814_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Regular-fit logo-patch sweater in knitted jacquard,Light Beige,"https://images.hugoboss.com/is/image/boss/hbeu50435598_273_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-neck sweater in organic cotton with contrast detailing,"Dark Blue , Light Blue , Brown , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50440329_411_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Crew-neck sweater in pure cotton with tonal logo,"Black , light pink , Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50435701_001_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Crew-neck sweater in pure cotton with tonal logo,"Dark Blue , light pink , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50435701_410_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Crew-neck sweater in pure cotton with tonal logo,"light pink , Dark Blue , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50435701_693_100?wid=462&qlt=80 , ","30°C fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Virgin-wool sweater with star intarsia,Black,"https://images.hugoboss.com/is/image/boss/hbeu50442232_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Mock-neck sweater in a wool blend,"Light Blue , Dark Red , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50442148_463_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Knitted sweater in virgin wool with button placket,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50449682_061_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Sleeveless sweater in virgin wool with v neckline,Brown,"https://images.hugoboss.com/is/image/boss/hbeu50449705_226_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Slim-fit T-shirt with long sleeves in waffle cotton,"Light Green , Red , Red , Dark Red , Dark Red , Light Purple , Light Blue , Light Blue , Blue , Dark Blue , Dark Blue , Green , Green , Light Brown , White , Light Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50401846_355_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Oversized-fit knitted jacket in mixed structures,White,"https://images.hugoboss.com/is/image/boss/hbeu50435606_100_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Relaxed-fit rollneck sweater in virgin wool,"Dark Red , Light Green","https://images.hugoboss.com/is/image/boss/hbeu50447525_609_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck ribbed sweater in reflective cotton-blend yarn,Silver,"https://images.hugoboss.com/is/image/boss/hbeu50443883_040_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Slim-fit T-shirt with long sleeves in waffle cotton,"Red , Red , Dark Red , Dark Red , Light Purple , Light Blue , Light Blue , Blue , Dark Blue , Dark Blue , Light Green , Green , Green , Light Brown , White , Light Grey , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50401846_662_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Mock-neck sweater in a wool blend,"Dark Blue , Dark Red , Light Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50442148_402_100?wid=462&qlt=80 , ","Do Not Wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Embroidered-logo sweater in Italian cotton,"Dark Blue , Dark Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50442138_402_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Ribbed cardigan with shawl collar,"Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50444141_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Zip-neck sweater in stretch fabric with moisture management,Black,"https://images.hugoboss.com/is/image/boss/hbeu50440727_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton crew-neck sweater in two-coloured structure,Red,"https://images.hugoboss.com/is/image/boss/hbeu50443875_693_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Embroidered-logo sweater in Italian cotton,"Dark Grey , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50442138_061_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
V-neck sweater in cotton with embroidered logo,"Dark Red , Dark Blue , Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50442153_609_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
V-neck sweater in cotton with embroidered logo,"Black , Dark Red , Dark Blue , Light Grey","https://images.hugoboss.com/is/image/boss/hbeu50442153_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck sweater in virgin wool with abstract logo,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50442471_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Zip-neck sweater in an organic-cotton blend,"Light Blue , Red","https://images.hugoboss.com/is/image/boss/hbeu50437914_493_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Mock-neck sweater in cotton with all-over structure,Black,"https://images.hugoboss.com/is/image/boss/hbeu50448633_001_100?wid=462&qlt=80 , ","40°C mild wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Long-sleeved polo shirt in virgin wool,"Black , Light Grey","https://images.hugoboss.com/is/image/boss/hbeu50442156_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Long-sleeved polo shirt in virgin wool,"Light Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50442156_078_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck sweater in virgin wool with brushed panel,"Dark Blue , Light Green","https://images.hugoboss.com/is/image/boss/hbeu50442167_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Zip-neck sweater in pure cotton with logo embroidery,"Light Grey , Dark Red , Dark Red , Dark Blue , Green , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50419988_061_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Two-tone crew-neck sweater in cotton-kapok jacquard,"Black , Light Beige","https://images.hugoboss.com/is/image/boss/hbeu50443413_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit sweater in melange cotton with rolled collar,"Dark Blue , Light Blue , Beige , Black","https://images.hugoboss.com/is/image/boss/hbeu50443391_404_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Virgin-wool sweater with garment-dyed finish,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50443398_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Turtleneck sweater in mixed structures,Black,"https://images.hugoboss.com/is/image/boss/hbeu50443369_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Herringbone-patterned sweater in cotton-blend chenille,"Light Green , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50443387_355_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton-blend sweater with contrast tipping,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50440704_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-neck sweater in an organic cotton blend,"Dark Blue , Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50440718_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Slim-fit sweater in melange cotton with rolled collar,"Black , Light Blue , Dark Blue , Beige","https://images.hugoboss.com/is/image/boss/hbeu50443391_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Regular-fit hooded jacket in mixed materials,light pink,"https://images.hugoboss.com/is/image/boss/hbeu50442177_693_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Two-tone crew-neck sweater in cotton-kapok jacquard,"Light Beige , Black","https://images.hugoboss.com/is/image/boss/hbeu50443413_272_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Ribbed cardigan with shawl collar,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50444141_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Virgin-wool sweater with garment-dyed finish,"Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50443398_404_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit sweater in a merino-wool blend,Black,"https://images.hugoboss.com/is/image/boss/hbeu50446053_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Do not chemical dry clean"
Zip-neck sweater in organic cotton with contrast accents,"Pink , Blue , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50440712_662_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-neck sweater in organic cotton with contrast accents,"Dark Blue , Pink , Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50440712_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Mock-neck sweater in two-tone structured cotton,Dark Grey,"https://images.hugoboss.com/is/image/boss/hbeu50443411_022_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Slim-fit sweater in melange cotton with rolled collar,"Light Blue , Dark Blue , Beige , Black","https://images.hugoboss.com/is/image/boss/hbeu50443391_463_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck sweater in virgin wool with brushed panel,"Light Green , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50442167_355_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Crew-neck wool-blend sweater with contrast trims,"Black , Dark Blue , Light Green","https://images.hugoboss.com/is/image/boss/hbeu50455167_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Crew-neck wool-blend sweater with contrast trims,"Light Green , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50455167_349_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Slim-fit sweater in melange cotton with rolled collar,"Beige , Light Blue , Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50443391_262_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Zip-neck sweater in pure cotton with logo embroidery,"Dark Red , Dark Red , Dark Blue , Green , Light Grey , Grey , Black","https://images.hugoboss.com/is/image/boss/hbeu50419988_609_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Merino-wool hooded sweater with zip-through front,Grey,"https://images.hugoboss.com/is/image/boss/hbeu50457666_034_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Do not chemical dry clean"
Contrast-trim sweater in cotton and virgin wool,"Black , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50455763_001_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Cotton-blend mock-neck sweater with 3D structure,"Dark Blue , Black Patterned","https://images.hugoboss.com/is/image/boss/hbeu50443417_411_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Zip-neck sweater in an organic cotton blend,"Dark Grey , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50440718_028_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Two-tone-structured wool-blend jacket with stand collar,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50443399_404_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Contrast-trim sweater in cotton and virgin wool,"Dark Blue , Black","https://images.hugoboss.com/is/image/boss/hbeu50455763_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Merino-wool sweater with embroidered logo,"Khaki , Beige , White","https://images.hugoboss.com/is/image/boss/hbeu50457663_344_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Merino-wool sweater with embroidered logo,"Beige , Khaki , White","https://images.hugoboss.com/is/image/boss/hbeu50457663_261_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Zip-through cardigan in organic cotton with block structures,Black,"https://images.hugoboss.com/is/image/boss/hbeu50446985_001_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Cotton sweater with stripes and colour-blocking,White Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50450050_268_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Micro-structured sweater in pure silk,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50450122_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Crew-neck wool-blend sweater with contrast trims,"Dark Blue , Light Green , Black","https://images.hugoboss.com/is/image/boss/hbeu50455167_402_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Gentle chemical dry cleaning P"
Crew-neck sweater in Italian cotton with logo embroidery,"Beige , Blue","https://images.hugoboss.com/is/image/boss/hbeu50450180_268_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Mercerised-cotton sweater with Paris Saint-Germain FC logo,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50454466_402_100?wid=462&qlt=80 , ","Hand Wash Only , Do Not Bleach , Do Not Tumble Dry , Do Not Iron , Do not chemical dry clean"
Regular-fit sweater in structured cotton,Dark Blue,"https://images.hugoboss.com/is/image/boss/hbeu50446399_410_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Chemical dry cleaning P"
Crew-neck sweater in mercerised cotton with Vichy check,"Brown Patterned , Blue Patterned","https://images.hugoboss.com/is/image/boss/hbeu50450028_224_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Medium Heat , Chemical dry cleaning P"
Zip-neck sweater in organic cotton with contrast accents,"Black , Pink , Blue , Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50440712_002_100?wid=462&qlt=80 , ","30°C mild fine wash , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
Rugby-stripe V-neck sweater in a cotton blend,Brown Patterned,"https://images.hugoboss.com/is/image/boss/hbeu50450007_224_100?wid=462&qlt=80 , ","careinstructioncode.S30R , Do Not Bleach , Do Not Tumble Dry , Iron Low Heat , Gentle chemical dry cleaning P"
